id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
TIGIP,2RTW,Living room,6,6,Yes,"A person enters through the door way and sits down on a couch. They grab a blanket and pull it on to their lap, then reach over on to a table and grasp a remote. A person uses the remote to turn on the TV and watches tv.",blanket;door;sofa;table;television,"A person opens a door and walks in to a room then closes the door. The person sits on the sofa and puts a blanket to their legs, and turns a TV on with a remote which was on a table.",c006 3.50 9.20;c070 10.10 22.20;c123 8.40 13.50;c008 0.00 5.80;c071 11.70 21.60;c132 19.70 39.00;c151 8.40 15.00;c072 10.60 39.00;c073 10.10 39.00;c097 2.30 6.50,37.62
8TNSB,0KZ7,Basement (A room below the ground floor),6,7,Yes,A person opens the door and another person comes running through tripping on a pair of shoes.,door,A person opens a door. A second person runs through the door.,c008 2.80 10.10;c150 3.00 12.20;c141 0.00 8.60;c097 5.40 10.10,25.12
4D5XD,YA10,Garage,6,7,Yes,"A person puts on a pair of shoes, then leaves through the doorway.",clothes;doorway;garage door;shoe,A person puts on some shoes. They walk out of the garage;A person is putting on their shoes in the garage. The person adjust their clothing and walks out of the garage.,c097 25.40 32.00;c055 0.40 25.60;c002 0.10 24.70;c001 0.30 24.80;c000 0.40 6.60,30.58
2Q3ZJ,38MV,Bedroom,6,6,Yes,A person is undressing in front of a mirror and smiling at the reflection. Another person runs into the large closet while on the phone.,closet;clothes;doorway;mirror;phone;wardrobe,"There is a person standing in front of a mirror taking their clothes off.  Another person walks into the closet while talking on the phone.;A man is standing in front of a mirror in his mirror undressing. He takes a jacket off, then a shirt, then an undershirt. His wife walks into the room past him and goes into the closet talking on the phone. He begins to take off his belt.",c019 18.00 28.90;c113 19.50 25.80;c097 18.90 29.30;c096 0.00 29.40;c155 0.00 33.10;c112 20.30 29.40;c015 18.20 29.40;c002 0.00 33.10,38.33
S8X4A,QB52,Bathroom,6,6,Yes,A person in a bathroom starts sneezing and they walk out of the bathroom and set on their bed and turn on a television and start watching what is on the screen.,bed;doorway;mirror;television,"A person sneezes in the bathroom, then walks into the bedroom where they use a remote control to interact with a TV.",c135 9.40 31.00;c132 9.70 31.00;c153 1.30 8.30;c097 7.50 13.30;c096 0.70 10.10,30.04
A6NH2,P6LJ,Kitchen,6,6,Yes,A person was leaving a bottle of medicine in the pantry while someone else was laughing at them while vacuuming out the pantry for not being able to reach the medicine shelf.,closet;counter;door;hose;medicine;vacuum,A person is vacuuming a closet in a kitchen using a hose for the clean up proccess.;A person in the kitchen opens a small closet door. The person places a vacuum cleaner attachment onto the end of a hose and vacuums out the closet.,c137 23.50 32.50;c008 3.00 20.00;c128 7.90 26.30;c137 26.60 125.00;c113 4.20 15.70;c114 62.00 125.00;c097 8.60 26.90,124.33
E6PSM,AC0W,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,A person is taking a book out of a box.  Then a person is laughing while glancing through the book.,book;box;door;floor,"A person opens a door and walks into a room while holding a box. They open the box and pull out a book. They open up the book and laugh at it, then they walk out of the room.",c041 10.00 27.20;c026 23.70 39.80;c027 26.20 38.20;c149 28.50 39.00;c045 23.20 28.30;c097 3.90 9.80;c044 22.00 27.90;c006 5.80 12.50;c008 0.90 9.60;c025 33.30 39.20;c032 24.50 38.60;c040 3.30 25.30;c126 23.20 28.10;c030 23.40 27.70,42.00
BN4VH,D0RU,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"A person walks into the entryway, sneezing and carrying a blanket. The person picks up a box, and leaves.",blanket;dish;doorway,A person walks into a room through a doorway holding a blanket yawning.  They pick up a bowl from a table and walk away.,c070 1.80 22.10;c120 14.30 18.90;c097 3.00 8.60;c118 15.40 21.40,31.33
9SZG2,6RE8,Living room,7,1,No,A person is walking past the doorway then begins to smile as they put the groceries away.,door;food;items;mints;shelf,"A person walks into a room. Picks up a package of mints from a shelf and takes one. The person fiddles with items on the shelf, picking up and object and putting it back down on the shelf;a person walks into a room and grabs food off a shelf then tidies up the shelf",c097 0.00 3.70;c082 0.50 8.00;c063 3.60 12.60;c008 0.00 5.50;c006 0.00 6.30;c156 7.80 13.80,33.08
23X63,BYF9,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,"A person picks up a hat from a table and puts it on. The person laughs then turns to wave at a second person, who is holding a broom.",broom;door;floor;table,"A person is sweeping the floor with the broom. Another person enters the room, walks to the table and picks up a hat. That person puts on the hat, waves at the person who is sweeping and walks out the door.",c102 0.00 16.00;c008 11.80 16.00;c152 9.90 16.00;c098 0.00 16.00;c097 9.40 16.00;c127 0.00 16.00,15.50
UFWD5,4YWP,Bathroom,6,6,Yes,"A person runs into the bathroom, and turns on the light. The person opens a drawer, removes something, then turns to doorknob to leave. The door will not open.",bottle;cabinet;door;floor,"A person is walking through a door then sitting on the floor and taking something out of a cabinet before playing with a doorknob.;A person walks into a bathroom and closes the door. The person kneels to grab something from the cabinet under the sink, then tries to open the door again.",c112 0.00 3.50;c006 0.00 7.00;c154 17.70 24.90;c008 0.00 3.70;c151 2.60 11.00;c097 0.00 4.50;c113 2.50 8.50;c125 5.50 20.90;c141 0.00 5.50;c114 5.80 24.90,33.08
VRMNI,9Y7F,Kitchen,6,7,Yes,A person walks into the kitchen after opening the door.  The person turns on the light and starts washing the dishes as the person stands at the sink.  The person then starts putting the dishes on the shelf.,cabinet;dish;door;food;light;shelf;sink,"a person enters through a doorway turns on a light then brings dishes to the sink washes them and puts in cabinet;A person walks through a door and closes it behind them. They turn on the light in the room, and pick up a dish with food remnants on it. They wash the dish in the sink and place it on a shelf above the counter.",c006 2.70 7.70;c118 15.60 31.90;c081 29.80 35.00;c121 16.40 32.80;c008 0.00 4.20;c120 8.00 13.80;c104 5.60 11.00;c097 0.00 5.90;c119 12.90 17.90,33.75
UY7BK,YMXV,Home Office / Study (A room in a house used for work),7,3,Yes,"A person is walking into the room, holding their phone. The person begins smiling as the person looks out the window.",doorway;phone;window,A man walks into an office and plays with his phone while looking out the window.,c092 18.10 29.30;c015 4.60 32.00;c097 1.00 7.50;c152 11.60 17.80;c017 27.60 32.00;c018 0.30 6.50,31.17
TZZX3,XXN8,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,"A person walks through the entryway, talking on a mobile phone. A sudden sneeze sends the person scrambling through pockets for some allergy medicine. After a few awkward attempts, the person puts the phone on a nearby surface. At last, medicine in hand, the person finds relief.",clothes;doorway;hand;medicine;phone,"A person is standing in a doorway, they are on their phone and they sneeze.  They begin taking medicine.",c129 18.00 27.40;c019 0.00 17.10;c153 2.50 7.70;c097 13.90 21.00,30.00
FTGSV,YA10,Closet / Walk-in closet / Spear closet,7,7,Yes,A person throws a can of coffee onto a table in the closet. The person leaves.,container;doorway;dressor;table,The person is standing with a blue container. The person then puts the container on a dresser and walks out of the room.,c009 3.60 12.50;c097 8.70 14.60,22.42
9IT59,5LWB,Hallway,6,5,Yes,A person is holding a pillow. They put it in a cabinet and smile.,cabinet;doorway;pillow,A person holding a pillow walks through a hallway and then puts it into a cabinet.,c112 8.90 14.10;c113 3.40 9.40;c076 0.00 10.10;c077 5.10 10.50;c097 0.00 4.90,21.50
ZIU9C,ZAWX,Bedroom,7,6,Yes,A person takes a book off of the bed and puts it on the table.  The person opens the door and laughs before leaving.,bed;book;closet/cabinet;door;table,"A person takes a book from a bed, walks through a doorway to another room and places it on a table. They walk over to a cabinet and open the door.",c026 0.00 16.00;c030 0.00 5.00;c097 0.00 19.60;c028 9.80 15.70;c008 14.10 23.00;c009 9.80 15.70;c113 16.60 31.00,29.71
8BNBV,9PLL,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,Person A is walking through an entryway smiling and laughing about a joke heard earlier.  Person A walks through a doorway and turns on the television.,doorway;power cord,{},c097 14.90 20.20;c152 9.30 14.40,33.08
YLIMP,EIO2,Pantry,6,7,Yes,"A person walks into the pantry, wrapped in a blanket and sneezing. The person takes a pair of shoes from the corner and walks out.",blanket;doorway;shoe,A person holds a blanket over their shoulders while bending down to put their shoes on.,c055 11.70 30.40;c070 0.00 55.00;c154 44.40 50.80;c097 2.60 8.20,53.58
QO6RV,R1OT,Dining room,7,7,Yes,"A person runs into the dining room holding a sandwich.  The person puts the sandwich into a lunch box and pours a glass of water, then turns off the light and leaves.",box;cup;doorway;food;glass;light;pitcher;sandwich;table;water,"person walks to table eating put something in a bowl pours water in a glass turns out a light;A person walks through a doorway eating food. Afterwards, the person takes a glass and pours some water from a pitcher before turning off the light.",c105 23.20 30.00;c110 2.40 12.90;c097 0.00 6.50;c039 7.30 12.90;c065 0.00 6.40;c156 0.00 6.40;c061 0.00 9.50;c108 9.30 23.00,28.96
4N06O,XB0Z,Bathroom,7,7,Yes,A person awakens in a bathroom and throws a book through a doorway.,book;doorway;floor;pillow,a person lays on the floor in the bathroom holding a book then wakes up and throws it;A person is lying on the floor with a pillow and a book. A person awakens and begins to look at a book. A person then throws a book,c026 0.00 25.00;c028 21.00 26.80;c097 22.80 29.00;c146 4.00 12.20;c154 15.10 23.90;c124 0.00 8.00;c032 8.10 20.70;c031 21.30 26.30,28.50
D67MQ,5LWB,Laundry room,6,6,Yes,One person is at the laundry sink sneezing while another person taking some dishes watches.,clothes;doorway;floor;food;pot,"A person is standing in a bathroom next to the washer. The person sneezes in the bathroom. Another person carries a pot into another room, sets it on the floor, and then sits down with it.",c153 13.30 21.20;c125 28.60 33.00;c097 19.60 26.10;c151 25.30 33.00;c061 29.70 33.00,32.46
15TWQ,KQI6,Bathroom,7,7,Yes,"A person turns on the light and stands in front of a mirror.  The person smiles at themselves in the mirror and fixes their hair, then grabs a book off the shelf and leaves.",book;doorway;hair;light;mirror,A person turns on a light and smiles into a mirror as they fix their hair. The person then walks away with a book.,c144 2.50 16.60;c104 0.90 5.70;c094 5.70 19.60;c096 1.60 19.90;c026 14.70 29.00;c152 5.30 20.60;c032 16.20 29.00;c097 18.40 26.80;c030 14.00 29.00;c027 15.90 23.90,27.50
4HGD7,YA10,Bathroom,7,7,Yes,One person sneezes while pouring cleaner and tidying the bathroom. Another person runs in with a camera and a pair of shoes.,bottle;curling iron;doorway;hair dryer;shoe;sink,"The person is pouring some fluid out of a spray bottle (with its spray nozzle removed) into the sink.  That person then picks up the hair dryer and wraps the electrical cord around it and then does the same to the curling iron.  Some other person comes running into the bathroom.;a person pours something into a sink, sneezes, and tidies up the bathroom, another person runs in holding shoes",c153 4.60 10.40;c150 19.20 26.50;c097 21.80 27.80;c053 19.70 29.00,28.50
QQD2X,Z68L,Bathroom,6,7,Yes,A person is running into the bathroom and turning on a light.  Then a person is walking to a window and opening it.,closet/cabinet;doorway;light;window,"The person runs into the bathroom, turns on the light and opens up the window. The person walks out of the bathroom.",c104 4.60 10.90;c090 7.50 17.20;c150 0.00 8.70;c097 3.20 9.90;c113 9.00 15.70,26.75
O7N6K,UTMU,Bedroom,6,7,Yes,"A person opens the door to their bedroom, then takes their shoes off, and holds them up in the air.",door;shoe;television,"A person opens the door and enters the bedroom. The person takes off their shoes, holds them in the air, and waves them at the television. The person then walks through the room.;A person opens a door and takes their shoes off. They wave the shoes in the air.",c008 0.00 5.60;c053 3.40 23.00;c056 17.60 23.00;c057 2.60 7.70;c097 0.30 7.10,22.00
L8HMR,2Q9D,Laundry room,6,7,Yes,"A person turns on the light in the laundry room, puts a blanket into the washing machine and pours in some detergent.  They then close the lid of the machine and start washing the blanket.",blanket;box;doorway;shelf;soap;towel;washing machine,"Person walking into laundry room with a blanket, puts it into a washer with some soap, and then turns it on.",c071 3.40 14.00;c043 10.80 23.80;c070 0.00 14.00;c097 0.00 4.60;c034 3.60 13.50;c042 18.60 23.50;c081 18.10 23.60;c040 10.50 23.60,32.58
VNQES,T7C3,Dining room,7,6,Yes,A laughing person is sitting in a dining room holding a box. They put the box on a table and stand in the doorway before leaving.,box;chair;doorway;table,"A person is laughing at something in a box, they then put the box down on a table and leave the room.",c040 0.00 40.00;c154 37.20 40.00;c042 23.90 31.00;c011 20.00 26.10;c149 6.00 13.40;c097 35.70 40.00;c059 0.00 26.90,39.21
